SCHOOLID,SCHOOL_TYPE_CODE,BLANK,SCHOOL_NAME,DISTRICT_NAME,CITY,COUNTY,LOCAL_PROP_TAXES_DISTRICT_DOLLAR,LOCAL_PROP_TAXES_DISTRICT_PCT,LOCAL_PROP_TAXES_STATE_PCT,OTHER_LOCAL_FUNDING_DISTRICT_DOLLAR,OTHER_LOCAL_FUNDING_DISTRICT_PCT,OTHER_LOCAL_FUNDING_STATE_PCT,Total Local Dollars,TOTAL_REVENUE_SOURCE,dollars_per_enrollment,% Local Dollars,DISTRICT_TOTAL_ENROLLMENT,GENERAL_STATE_AID_DISTRICT_DOLLAR,GENERAL_STATE_AID_DISTRICT_PCT,GENERAL_STATE_AID_STATE_PCT,OTHER_STATE_FUNDING_DISTRICT_DOLLAR,OTHER_STATE_FUNDING_DISTRICT_PCT,OTHER_STATE_FUNDING_STATE_PCT,FEDERAL_FUNDING_DISTRICT_DOLLAR,FEDERAL_FUNDING_DISTRICT_PCT,FEDERAL_FUNDING_STATE_PCT,EAV_PER_PUPIL_DISTRICT,TOT_SCHL_TAX_RATE_PER_100_DISTRICT,OPER_EXPEND_PP_DISTRICT
110230040260002,0,,Paris Cooperative High School 4,Paris CUSD 4,Paris,Edgar,"$3,495,381",63.1,62.8,"$145,891",2.6,4.6,"$3,641,398","$5,542,737","$8,068.03",65.70%,687,"$1,325,183",23.9,16.3,"$311,719",5.6,8.6,"$264,563",4.8,7.7,"$197,990",3.99,"$9,837"
190221800041001,1,,Burr Ridge Middle School,CCSD 180,Burr Ridge,Dupage,"$7,774,105",62.5,62.8,"$476,847",3.8,4.6,"$8,251,077","$12,433,370","$18,502.04",66.36%,672,"$1,430,722",11.5,16.3,"$897,389",7.2,8.6,"$1,854,307",14.9,7.7,"$458,222",2.82,"$16,458"
110213020260001,0,,Villa Grove High School,Villa Grove CUSD 302,Villa Grove,Douglas,"$2,795,031",46.3,62.8,"$725,032",12,4.6,"$3,520,172","$6,034,645","$9,061.03",58.33%,666,"$1,670,838",27.7,16.3,"$541,611",9,8.6,"$302,133",5,7.7,"$101,095",4.28,"$8,273"
350500020260001,0,,Serena High School,Serena CUSD 2,Serena,La Salle,"$7,495,114",80.1,62.8,"$308,341",3.3,4.6,"$7,803,598","$9,359,589","$14,053.44",83.38%,666,"$615,701",6.6,16.3,"$590,439",6.3,8.6,"$349,994",3.7,7.7,"$204,524",4.87,"$13,667"
470980010260001,0,,Erie High School,Erie CUSD 1,Erie,Whiteside,"$9,445,390",87.6,62.8,"$372,077",3.4,4.6,"$9,817,617","$10,786,547","$16,220.37",91.02%,665,"$215,373",2,16.3,"$519,187",4.8,8.6,"$234,520",2.2,7.7,"$425,867",2.72,"$18,096"
60160860022001,2,,Union Ridge Elem School,Union Ridge SD 86,Harwood Heights,Cook,"$5,449,097",76.8,62.8,"$373,125",5.3,4.6,"$5,822,362","$7,090,890","$10,711.31",82.11%,662,"$528,004",7.4,16.3,"$389,839",5.5,8.6,"$350,825",4.9,7.7,"$291,763",3.35,"$11,612"
110180030260001,0,,Neoga Jr/Sr High School,Neoga CUSD 3,Neoga,Cumberland,"$2,750,282",44.4,62.8,"$367,381",5.9,4.6,"$3,117,770","$6,197,283","$9,389.82",50.31%,660,"$2,094,069",33.8,16.3,"$491,633",7.9,8.6,"$493,918",8,7.7,"$101,413",4.13,"$9,017"
10860010260001,0,,Winchester High School,Winchester CUSD 1,Winchester,Scott,"$2,083,758",35.9,62.8,"$385,721",6.6,4.6,"$2,469,578","$5,800,795","$8,802.42",42.57%,659,"$2,064,403",35.6,16.3,"$852,503",14.7,8.6,"$414,410",7.1,7.7,"$73,158",4.51,"$9,000"
130140120042001,2,,Breese Elem School,Breese ESD 12,Breese,Clinton,"$2,392,471",53.5,62.8,"$473,531",10.6,4.6,"$2,866,118","$4,473,032","$6,829.06",64.08%,655,"$873,359",19.5,16.3,"$359,206",8,8.6,"$374,465",8.4,7.7,"$196,796",2.07,"$6,919"
50160670021002,1,,Golf Middle School,Golf ESD 67,Morton Grove,Cook,"$9,150,929",87.8,62.8,"$502,014",4.8,4.6,"$9,653,094","$10,417,430","$15,904.47",92.66%,655,"$245,662",2.4,16.3,"$323,815",3.1,8.6,"$195,010",1.9,7.7,"$400,360",3.5,"$13,243"
10010040260001,0,,Unity High School,CUSD 4,Mendon,Adams,"$2,718,470",44.1,62.8,"$335,830",5.4,4.6,"$3,054,407","$6,166,427","$9,428.79",49.53%,654,"$2,250,483",36.5,16.3,"$476,084",7.7,8.6,"$385,560",6.3,7.7,"$90,146",4.59,"$9,620"
560990910021001,1,,Kelvin Grove Jr High School,Lockport SD 91,Lockport,Will,"$5,659,589",80.9,62.8,"$149,417",2.1,4.6,"$5,809,150","$6,991,668","$10,690.62",83.09%,654,"$371,886",5.3,16.3,"$433,964",6.2,8.6,"$376,812",5.4,7.7,"$225,021",4.22,"$10,234"
470983010170001,0,,Rock Falls Township High School,Rock Falls Twp HSD 301,Rock Falls,Whiteside,"$6,025,344",66.3,62.8,"$270,414",3,4.6,"$6,295,887","$9,081,977","$13,929.41",69.32%,652,"$2,065,272",22.7,16.3,"$287,507",3.2,8.6,"$433,440",4.8,7.7,"$262,894",3.38,"$14,262"
320381240260001,0,,Milford High School Campus,Milford Area PSD 124,Milford,Iroquois,"$4,658,240",58.1,62.8,"$377,497",4.7,4.6,"$5,035,858","$8,011,477","$12,325.35",62.86%,650,"$1,556,273",19.4,16.3,"$879,659",11,8.6,"$539,808",6.7,7.7,"$137,418",5.83,"$10,760"
130584010260001,0,,South Central High School,South Central CUD 401,Farina,Marion,"$2,555,095",31.2,62.8,"$196,303",2.4,4.6,"$2,751,492","$8,178,884","$12,602.29",33.64%,649,"$2,355,921",28.8,16.3,"$2,306,127",28.2,8.6,"$765,438",9.4,7.7,"$88,530",4.36,"$10,290"
510840110260001,0,,Pawnee Jr/Sr High Sch,Pawnee CUSD 11,Pawnee,Sangamon,"$4,893,117",81.4,62.8,"$253,362",4.2,4.6,"$5,146,623","$6,011,189","$9,276.53",85.62%,648,"$314,930",5.2,16.3,"$285,831",4.8,8.6,"$263,949",4.4,7.7,"$121,836",3.95,"$8,388"
400560080260001,0,,Bunker Hill High School,Bunker Hill CUSD 8,Bunker Hill,Macoupin,"$2,052,054",37.2,62.8,"$277,313",5,4.6,"$2,329,467","$5,509,076","$8,541.20",42.28%,645,"$2,429,304",44.1,16.3,"$405,373",7.4,8.6,"$345,032",6.3,7.7,"$88,217",3.86,"$7,826"
120130250260001,0,,North Clay Community High School,North Clay CUSD 25,Louisville,Clay,"$1,773,953",31.3,62.8,"$212,240",3.8,4.6,"$1,986,287","$5,659,643","$8,774.64",35.10%,645,"$2,632,577",46.5,16.3,"$538,163",9.5,8.6,"$502,710",8.9,7.7,"$62,473",4.05,"$7,901"
500820770160001,0,,Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,"$5,135,687",75.1,62.8,"$457,747",6.7,4.6,"$5,593,572","$6,833,926","$10,628.19",81.85%,643,"$682,437",10,16.3,"$259,018",3.8,8.6,"$299,037",4.4,7.7,"$438,467",1.96,"$12,023"
490810340021001,1,,Northeast Jr High School,Silvis SD 34,East Moline,Rock Island,"$3,293,323",52.5,62.8,"$325,284",5.2,4.6,"$3,618,722","$6,277,345","$9,777.80",57.65%,642,"$1,577,727",25.1,16.3,"$360,134",5.7,8.6,"$720,877",11.5,7.7,"$118,146",3.9,"$9,340"
30680220260001,0,,Nokomis Jr/Sr High Sch,Nokomis CUSD 22,Nokomis,Montgomery,"$2,308,471",40.9,62.8,"$250,357",4.4,4.6,"$2,558,932","$5,648,999","$8,826.56",45.30%,640,"$2,267,080",40.1,16.3,"$473,153",8.4,8.6,"$349,938",6.2,7.7,"$78,613",4.77,"$7,965"
330482080260001,0,,R O W V A Jr and  Sr High School,R O W V A CUSD 208,Oneida,Knox,"$3,978,231",59.9,62.8,"$666,226",10,4.6,"$4,644,580","$6,638,555","$10,388.97",69.96%,639,"$1,367,694",20.6,16.3,"$380,589",5.7,8.6,"$245,815",3.7,7.7,"$125,828",4.55,"$9,650"
15016900025201C,C,,Horizon Science Acad-McKinley Pk,Horizon Science Acad-McKinley Pk,Chicago,Cook,,,,,,,,,$0.00,,638,,,,,,,,,,,,
190220250021001,1,,Benjamin Middle School,Benjamin SD 25,West Chicago,Dupage,"$10,638,769",88.8,62.8,"$374,203",3.1,4.6,"$11,013,124","$11,974,109","$18,827.22",91.97%,636,"$290,388",2.4,16.3,"$520,432",4.3,8.6,"$150,317",1.3,7.7,"$322,377",5.05,"$15,375"
90100010260001,0,,Fisher Jr/Sr High School,Fisher CUSD 1,Fisher,Champaign,"$4,029,274",62.3,62.8,"$682,575",10.6,4.6,"$4,711,974","$6,467,149","$10,200.55",72.86%,634,"$1,095,376",16.9,16.3,"$265,686",4.1,8.6,"$394,238",6.1,7.7,"$116,891",5.2,"$10,382"
10010020260001,0,,Liberty High School,Liberty CUSD 2,Liberty,Adams,"$2,118,673",41,62.8,"$300,374",5.8,4.6,"$2,419,151","$5,171,408","$8,169.68",46.78%,633,"$1,813,086",35.1,16.3,"$604,418",11.7,8.6,"$334,857",6.5,7.7,"$91,431",3.93,"$8,433"
80083080260001,0,,Eastland Jr/Sr High School,Eastland CUSD 308,Lanark,Carroll,"$6,916,049",80.4,62.8,"$347,862",4,4.6,"$7,264,054","$8,604,917","$13,615.38",84.42%,632,"$374,587",4.4,16.3,"$451,491",5.2,8.6,"$514,928",6,7.7,"$291,633",4.2,"$12,660"
80432060260003,0,,Stockton Sr High School,Stockton CUSD 206,Stockton,Jo Daviess,"$4,245,237",67.9,62.8,"$478,060",7.6,4.6,"$4,723,428","$6,255,040","$9,992.08",75.51%,626,"$691,837",11.1,16.3,"$296,876",4.7,8.6,"$543,030",8.7,7.7,"$142,133",5.39,"$10,375"
500820090260003,0,,Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,"$4,552,171",63.5,62.8,"$335,374",4.7,4.6,"$4,887,671","$7,167,657","$11,449.93",68.19%,626,"$1,300,309",18.1,16.3,"$363,241",5.1,8.6,"$616,562",8.6,7.7,"$134,319",6.14,"$11,985"
190220110021003,1,,Medinah Middle School,Medinah SD 11,Roselle,Dupage,"$8,771,488",87.2,62.8,"$233,140",2.3,4.6,"$9,004,778","$10,060,991","$16,123.38",89.50%,624,"$395,183",3.9,16.3,"$280,799",2.8,8.6,"$380,381",3.8,7.7,"$440,972",3.03,"$13,353"
210440010260001,0,,Goreville High School,Goreville CUD 1,Goreville,Johnson,"$2,671,151",49.1,62.8,"$344,812",6.3,4.6,"$3,016,075","$5,438,025","$8,771.01",55.46%,620,"$1,604,248",29.5,16.3,"$564,374",10.4,8.6,"$253,440",4.7,7.7,"$95,825",4.7,"$9,170"
210281880260001,0,,Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,"$851,935",15.5,62.8,"$362,113",6.6,4.6,"$1,214,126","$5,485,744","$8,847.97",22.13%,620,"$3,237,813",59,16.3,"$400,941",7.3,8.6,"$632,942",11.5,7.7,"$40,053",3.52,"$8,878"
500820400260001,0,,Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,"$2,410,615",38.7,62.8,"$324,643",5.2,4.6,"$2,735,360","$6,225,744","$10,090.35",43.94%,617,"$2,238,061",35.9,16.3,"$457,728",7.4,8.6,"$794,697",12.8,7.7,"$67,211",5.86,"$9,803"
500821040021001,1,,Joseph Arthur Middle School,Central SD 104,O Fallon,Saint Clair,"$5,618,421",78.2,62.8,"$271,661",3.8,4.6,"$5,890,223","$7,182,940","$11,660.62",82.00%,616,"$429,348",6,16.3,"$316,640",4.4,8.6,"$546,870",7.6,7.7,"$274,540",3.25,"$9,428"
260621030260001,0,,West Prairie High School,West Prairie CUSD 103,Sciota,McDonough,"$4,171,668",60.6,62.8,"$288,865",4.2,4.6,"$4,460,656","$6,883,896","$11,193.33",64.80%,615,"$1,226,275",17.8,16.3,"$634,238",9.2,8.6,"$562,850",8.2,7.7,"$141,292",4.95,"$10,872"
170640190260001,0,,Ridgeview High School,Ridgeview CUSD 19,Colfax,McLean,"$5,824,981",80.8,62.8,"$180,787",2.5,4.6,"$6,005,912","$7,207,497","$11,834.97",83.33%,609,"$341,367",4.7,16.3,"$477,141",6.6,8.6,"$383,221",5.3,7.7,"$207,190",4.91,"$10,855"
130950490042002,2,,Nashville Grade School,Nashville CCSD 49,Nashville,Washington,"$2,843,068",61.8,62.8,"$212,208",4.6,4.6,"$3,055,401","$4,597,387","$7,561.49",66.46%,608,"$834,757",18.2,16.3,"$369,426",8,8.6,"$337,928",7.4,7.7,"$216,046",2.92,"$8,856"
530900760021005,1,,Parkview Jr High School,Creve Coeur SD 76,Creve Coeur,Tazewell,"$1,710,718",29.1,62.8,"$260,241",4.4,4.6,"$1,971,051","$5,887,138","$9,698.74",33.48%,607,"$2,867,877",48.7,16.3,"$364,985",6.2,8.6,"$683,317",11.6,7.7,"$102,292",2.78,"$9,359"
500821100041006,1,,Grant Middle School,Grant CCSD 110,Fairview Heights,Saint Clair,"$4,348,100",62.7,62.8,"$307,101",4.4,4.6,"$4,655,327","$6,933,589","$11,422.72",67.14%,607,"$1,300,918",18.8,16.3,"$518,136",7.5,8.6,"$459,334",6.6,7.7,"$198,576",3.91,"$11,760"
530901020021003,1,,Georgetowne Middle School,N Pekin & Marquette Hght SD 102,Marquette Heights,Tazewell,"$2,046,088",39.9,62.8,"$210,137",4.1,4.6,"$2,256,328","$5,124,887","$8,470.89",44.03%,605,"$2,007,222",39.2,16.3,"$446,342",8.7,8.6,"$415,098",8.1,7.7,"$116,907",2.87,"$8,010"
200350010260003,0,,Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,"$1,183,626",24.3,62.8,"$123,868",2.5,4.6,"$1,307,581","$4,880,922","$8,094.40",26.79%,603,"$2,396,592",49.1,16.3,"$567,584",11.6,8.6,"$609,252",12.5,7.7,"$56,363",2.68,"$8,615"
260343280240001,0,,Hamilton Jr/Sr High Sch,Hamilton CCSD 328,Hamilton,Hancock,"$2,556,752",54.1,62.8,"$217,291",4.6,4.6,"$2,774,160","$4,727,927","$7,853.70",58.68%,602,"$1,198,722",25.4,16.3,"$361,923",7.7,8.6,"$393,239",8.3,7.7,"$130,415",3.82,"$9,394"
400310010260003,0,,Carrollton High School,Carrollton CUSD 1,Carrollton,Greene,"$2,242,973",42.8,62.8,"$343,751",6.6,4.6,"$2,586,830","$5,238,240","$8,715.87",49.38%,601,"$1,782,669",34,16.3,"$425,802",8.1,8.6,"$443,045",8.5,7.7,"$101,043",3.71,"$8,181"
350590050260001,0,,Henry-Senachwine High School,Henry-Senachwine CUSD 5,Henry,Marshall,"$4,958,598",73.3,62.8,"$498,566",7.4,4.6,"$5,457,300","$6,766,075","$11,276.79",80.66%,600,"$427,524",6.3,16.3,"$524,379",7.8,8.6,"$357,008",5.3,7.7,"$185,260",4.34,"$11,408"
470712220260004,0,,Polo Comm High School,Polo CUSD 222,Polo,Ogle,"$5,470,326",71.9,62.8,"$230,958",3,4.6,"$5,701,419","$7,602,961","$12,692.76",74.99%,599,"$1,322,627",17.4,16.3,"$227,057",3,8.6,"$351,993",4.6,7.7,"$133,477",4.8,"$10,361"
210281030130001,0,,Benton Cons High School,Benton Cons HSD 103,Benton,Franklin,"$3,489,697",48,62.8,"$503,469",6.9,4.6,"$3,993,277","$7,270,966","$12,179.17",54.92%,597,"$2,147,301",29.5,16.3,"$601,056",8.3,8.6,"$529,443",7.3,7.7,"$244,526",2.32,"$12,928"
350501500022001,2,,Marseilles Elementary School,Marseilles ESD 150,Marseilles,La Salle,"$2,590,510",35.4,62.8,"$1,998,821",27.3,4.6,"$4,589,429","$7,321,259","$12,325.35",62.69%,594,"$1,969,508",26.9,16.3,"$386,627",5.3,8.6,"$375,793",5.1,7.7,"$91,486",4.96,"$11,600"
280372300260002,0,,Wethersfield Jr/Sr High School,Wethersfield CUSD 230,Kewanee,Henry,"$2,443,880",42.5,62.8,"$549,379",9.6,4.6,"$2,993,364","$5,745,799","$9,755.18",52.10%,589,"$1,984,721",34.5,16.3,"$351,056",6.1,8.6,"$416,763",7.3,7.7,"$94,409",4.35,"$9,243"
350501250022001,2,,Washington Elem School,Oglesby ESD 125,Oglesby,La Salle,"$1,881,998",37,62.8,"$423,671",8.3,4.6,"$2,305,769","$5,092,503","$8,660.72",45.28%,588,"$1,564,701",30.7,16.3,"$865,546",17,8.6,"$356,587",7,7.7,"$88,013",3.55,"$8,693"
500820850021001,1,,Shiloh Middle School,Shiloh Village SD 85,Shiloh,Saint Clair,"$2,687,624",51.8,62.8,"$318,629",6.1,4.6,"$3,006,368","$5,189,274","$8,840.33",57.93%,587,"$1,396,246",26.9,16.3,"$409,147",7.9,8.6,"$377,628",7.3,7.7,"$154,076",3.42,"$9,090"
280372240260001,0,,Galva Jr-Sr High School,Galva CUSD 224,Galva,Henry,"$3,032,830",53.2,62.8,"$472,930",8.3,4.6,"$3,505,876","$5,697,771","$9,773.19",61.53%,583,"$1,329,124",23.3,16.3,"$480,241",8.4,8.6,"$382,646",6.7,7.7,"$145,702",4.44,"$9,041"
340490010021003,1,,North Prairie Jr High,Winthrop Harbor SD 1,Winthrop Harbor,Lake,"$5,521,935",81.3,62.8,"$224,717",3.3,4.6,"$5,746,796","$6,788,030","$11,703.50",84.66%,580,"$591,569",8.7,16.3,"$199,540",2.9,8.6,"$250,269",3.7,7.7,"$200,690",5.06,"$8,729"
350502800170001,0,,Mendota Twp High School,Mendota Twp HSD 280,Mendota,La Salle,"$5,899,060",65.3,62.8,"$1,252,777",13.9,4.6,"$7,151,965","$9,028,313","$15,646.99",79.22%,577,"$1,235,905",13.7,16.3,"$268,334",3,8.6,"$372,237",4.1,7.7,"$362,988",2.73,"$12,684"
10750120260001,0,,Western High School,Western CUSD 12,Barry,Pike,"$2,659,427",44.3,62.8,"$336,026",5.6,4.6,"$2,995,560","$6,009,783","$10,433.65",49.85%,576,"$1,804,562",30,16.3,"$800,292",13.3,8.6,"$409,476",6.8,7.7,"$100,882",5.32,"$10,610"
510840010260001,0,,Tri-City High School,Tri City CUSD 1,Buffalo,Sangamon,"$3,656,535",63.5,62.8,"$202,182",3.5,4.6,"$3,858,843","$5,757,890","$10,013.72",67.02%,575,"$993,234",17.2,16.3,"$505,282",8.8,8.6,"$400,657",7,7.7,"$142,823",4.49,"$9,438"
41013220260001,0,,Durand High School,Durand CUSD 322,Durand,Winnebago,"$6,286,570",71.3,62.8,"$1,146,665",13,4.6,"$7,433,369","$8,811,508","$15,485.95",84.36%,569,"$861,261",9.8,16.3,"$352,449",4,8.6,"$164,563",1.9,7.7,"$144,447",7.72,"$13,395"
120170040260001,0,,Oblong High School,Oblong CUSD 4,Oblong,Crawford,"$2,388,354",43.3,62.8,"$376,293",6.8,4.6,"$2,764,753","$5,515,714","$9,710.76",50.13%,568,"$1,906,614",34.6,16.3,"$479,982",8.7,8.6,"$364,471",6.6,7.7,"$79,830",5.32,"$9,349"
130140710160001,0,,Central Comm High School,Central CHSD 71,Breese,Clinton,"$5,304,390",77.6,62.8,"$593,096",8.7,4.6,"$5,897,626","$6,834,617","$12,118.12",86.29%,564,"$333,444",4.9,16.3,"$369,130",5.4,8.6,"$234,557",3.4,7.7,"$541,378",1.79,"$11,984"
170532320022001,2,,Dwight Common School,Dwight Common SD 232,Dwight,Livingston,"$3,977,035",75.5,62.8,"$90,601",1.7,4.6,"$4,067,774","$5,268,116","$9,458.02",77.22%,557,"$508,060",9.6,16.3,"$400,207",7.6,8.6,"$292,213",5.5,7.7,"$218,145",3.19,"$8,501"
10010010260001,0,,Seymour High School,Payson CUSD 1,Payson,Adams,"$2,061,978",44.7,62.8,"$183,290",4,4.6,"$2,245,376","$4,610,613","$8,337.46",48.70%,553,"$1,558,239",33.8,16.3,"$398,406",8.6,8.6,"$408,700",8.9,7.7,"$89,341",4.64,"$8,328"
300910170220001,0,,Cobden High School,Cobden SUD 17,Cobden,Union,"$1,272,668",25.1,62.8,"$164,853",3.3,4.6,"$1,437,609","$5,066,205","$9,161.31",28.38%,553,"$2,656,480",52.4,16.3,"$482,085",9.5,8.6,"$490,119",9.7,7.7,"$65,636",3.51,"$8,901"
160194260260003,0,,Hiawatha High School,Hiawatha CUSD 426,Kirkland,Dekalb,"$3,998,516",64.2,62.8,"$147,736",2.4,4.6,"$4,146,379","$6,224,147","$11,316.63",66.62%,550,"$1,175,828",18.9,16.3,"$370,409",6,8.6,"$531,658",8.5,7.7,"$122,862",5.92,"$10,563"
60160940022001,2,,Komarek Elem School,Komarek SD 94,North Riverside,Cook,"$5,282,033",84.5,62.8,"$239,584",3.8,4.6,"$5,521,764","$6,250,209","$11,426.34",88.35%,547,"$213,008",3.4,16.3,"$320,824",5.1,8.6,"$194,760",3.1,7.7,"$267,788",3.52,"$12,449"
390741000260001,0,,Cerro Gordo Jr and Sr High Sch,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,"$3,031,181",59.2,62.8,"$360,442",7,4.6,"$3,391,745","$5,122,731","$9,399.51",66.21%,545,"$1,261,841",24.6,16.3,"$190,536",3.7,8.6,"$278,731",5.4,7.7,"$134,830",4.36,"$8,961"
170540230260001,0,,Mount Pulaski High School,Mt Pulaski CUSD 23,Mount Pulaski,Logan,"$4,837,113",76.5,62.8,"$487,720",7.7,4.6,"$5,324,972","$6,320,190","$11,596.68",84.25%,545,"$336,770",5.3,16.3,"$365,154",5.8,8.6,"$293,433",4.6,7.7,"$194,615",4.75,"$10,160"
300910810160001,0,,Anna-Jonesboro High School,Anna Jonesboro CHSD 81,Anna,Union,"$2,471,609",49.5,62.8,"$413,881",8.3,4.6,"$2,885,602","$4,994,713","$9,232.37",57.77%,541,"$1,365,625",27.3,16.3,"$406,637",8.1,8.6,"$336,961",6.7,7.7,"$271,949",1.92,"$10,049"
130950100260001,0,,Okawville Jr/Sr High School,West Washington Co CUD 10,Okawville,Washington,"$3,149,535",44.8,62.8,"$1,803,457",25.6,4.6,"$4,953,100","$7,032,687","$12,999.42",70.43%,541,"$1,270,227",18.1,16.3,"$259,479",3.7,8.6,"$549,989",7.8,7.7,"$134,639",4.44,"$11,356"
500820600260003,0,,New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,"$2,655,926",61.5,62.8,"$155,288",3.6,4.6,"$2,811,338","$4,320,457","$8,000.85",65.07%,540,"$920,416",21.3,16.3,"$180,987",4.2,8.6,"$407,840",9.4,7.7,"$127,898",4.3,"$9,371"
50160710022001,2,,Clarence E Culver School,Niles ESD 71,Niles,Cook,"$8,101,715",84.7,62.8,"$679,569",7.1,4.6,"$8,781,432","$9,561,196","$17,804.83",91.84%,537,"$322,357",3.4,16.3,"$217,958",2.3,8.6,"$239,597",2.5,7.7,"$775,446",2.06,"$15,807"
80432100260002,0,,River Ridge High School,River Ridge CUSD 210,Hanover,Jo Daviess,"$6,518,122",82.7,62.8,"$346,172",4.4,4.6,"$6,864,440","$7,885,628","$14,711.99",87.05%,536,"$232,680",3,16.3,"$294,347",3.7,8.6,"$494,307",6.3,7.7,"$366,992",3.74,"$13,928"
300730500022001,2,,Pinckneyville Elem School,Pinckneyville SD 50,Pinckneyville,Perry,"$1,370,508",32.1,62.8,"$148,392",3.5,4.6,"$1,518,995","$4,269,093","$7,994.56",35.58%,534,"$1,966,605",46.1,16.3,"$318,376",7.5,8.6,"$465,212",10.9,7.7,"$121,084",1.94,"$8,935"
410570140160001,0,,East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,Wood River,Madison,"$4,910,164",70,62.8,"$295,441",4.2,4.6,"$5,205,738","$7,013,100","$13,157.79",74.23%,533,"$927,666",13.2,16.3,"$383,813",5.5,8.6,"$496,016",7.1,7.7,"$353,797",2.35,"$13,851"
200760010260001,0,,Pope Co High School,Pope Co CUD 1,Golconda,Pope,"$1,429,913",33.5,62.8,"$118,248",2.8,4.6,"$1,548,257","$4,265,669","$8,018.17",36.30%,532,"$1,815,568",42.6,16.3,"$569,145",13.3,8.6,"$332,795",7.8,7.7,"$75,477",3.48,"$8,268"
130412090270001,0,,Woodlawn High School,Woodlawn Unit School District 209,Woodlawn,Jefferson,,,,,,,,,$0.00,,529,,,,,,,,,,,,
190220530021001,1,,Butler Junior High School,Butler SD 53,Oak Brook,Dupage,"$9,881,482",95,62.8,"$209,172",2,4.6,"$10,090,812","$10,405,084","$19,706.60",96.98%,528,"$93,923",0.9,16.3,"$181,399",1.7,8.6,"$39,108",0.4,7.7,"$1,604,549",1.25,"$18,294"
260343370260001,0,,Southeastern Jr/Sr High School,Southeastern CUSD 337,Augusta,Hancock,"$2,405,106",46.5,62.8,"$125,583",2.4,4.6,"$2,530,798","$5,176,496","$9,878.81",48.89%,524,"$1,617,891",31.3,16.3,"$556,572",10.8,8.6,"$471,344",9.1,7.7,"$117,421",4.45,"$11,757"
300771010260001,0,,Meridian High School,Meridian CUSD 101,Mounds,Pulaski,"$846,781",11.7,62.8,"$228,964",3.2,4.6,"$1,075,820","$7,240,441","$13,870.58",14.86%,522,"$3,190,814",44.1,16.3,"$718,556",9.9,8.6,"$2,255,326",31.1,7.7,"$44,130",3.55,"$13,975"
211000030260001,0,,Crab Orchard High School,Crab Orchard CUSD 3,Marion,Williamson,"$1,422,966",35.7,62.8,"$440,001",11,4.6,"$1,863,066","$3,983,761","$7,646.37",46.77%,521,"$1,622,184",40.7,16.3,"$185,651",4.7,8.6,"$312,959",7.9,7.7,"$61,548",4.08,"$7,353"
531020600260001,0,,Roanoke-Benson High School,Roanoke Benson CUSD 60,Roanoke,Woodford,"$4,529,312",73.3,62.8,"$306,658",5,4.6,"$4,836,106","$6,183,248","$11,868.04",78.21%,521,"$897,129",14.5,16.3,"$227,824",3.7,8.6,"$222,325",3.6,7.7,"$157,993",5.6,"$11,074"
50160730022001,2,,East Prairie Elem School,East Prairie SD 73,Skokie,Cook,"$6,563,105",81.3,62.8,"$683,423",8.5,4.6,"$7,246,672","$8,070,809","$15,491.00",89.79%,521,"$380,779",4.7,16.3,"$258,735",3.2,8.6,"$184,767",2.3,7.7,"$300,819",4.2,"$13,749"
280065000150001,0,,Princeton High School,Princeton HSD 500,Princeton,Bureau,"$5,266,776",77.9,62.8,"$535,854",7.9,4.6,"$5,802,771","$6,764,896","$13,009.42",85.78%,520,"$395,513",5.8,16.3,"$301,141",4.5,8.6,"$265,612",3.9,7.7,"$543,738",2.05,"$13,725"
500821300042001,2,,Smithton Elem School,Smithton CCSD 130,Smithton,Saint Clair,"$2,902,831",69.1,62.8,"$158,874",3.8,4.6,"$3,061,837","$4,201,907","$8,111.79",72.87%,518,"$803,858",19.1,16.3,"$136,152",3.2,8.6,"$200,192",4.8,7.7,"$180,771",3.14,"$7,799"
320460060260001,0,,Grant Park High School,Grant Park CUSD 6,Grant Park,Kankakee,"$4,445,248",77.9,62.8,"$181,131",3.2,4.6,"$4,626,520","$5,706,485","$11,059.08",81.08%,516,"$574,354",10.1,16.3,"$236,871",4.2,8.6,"$268,881",4.7,7.7,"$150,747",5.96,"$10,061"
200961000260001,0,,Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,"$2,067,628",15.6,62.8,"$150,760",1.1,4.6,"$2,218,466","$13,218,199","$25,666.41",16.78%,515,"$2,045,775",15.5,16.3,"$8,515,502",64.4,8.6,"$438,534",3.3,7.7,"$66,382",5.75,"$9,022"
110703020260001,0,,Okaw Valley High School,Okaw Valley CUSD 302,Bethany,Moultrie,"$3,438,648",64.8,62.8,"$342,620",6.5,4.6,"$3,781,396","$5,307,249","$10,345.51",71.25%,513,"$905,439",17.1,16.3,"$317,520",6,8.6,"$303,022",5.7,7.7,"$154,554",4.55,"$9,316"
